AvgCyclomaticModified,AvgCyclomatic,AvgEssential,AvgCyclomaticStrict,AvgLine,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethod,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineCode,CountLine,CountSemicolon,CountStmtDecl,CountStmtExe,CountStmt,MaxCyclomaticModified,MaxCyclomatic,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomaticModified,SumCyclomatic,SumCyclomaticStrict,SumEssential,PRE-ReleaseDefects,POST-ReleaseDefects,NumberOfChanges,NumberOfCodeChurn,InvokedMethods,TryQuantity,TrySizeLOC,TrySizeSLOC,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions,DestructiveWrapping,NestedTry,ThorwsKitchenSink,ThrowWithinFinally,CatchandDoNothing,CatchandReturnnull,DummyHandler,IgnoringInterruptedException,CatchGeneric,ThrowsGeneric,LogandReturnNull,LogandThrowDetector
2,2,1,2,12,0,6,2,3,116,118,16,0,19,13,86,118,182,413,1512,819,76,1768,596,618,334,892,14,14,15,12,4,0.0502646,311,311,323,159,0,0,0,0,6,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,7,0,1,0,0,21,21,1,0,0,3,18,21,32,69,157,55,20,209,53,47,37,84,5,5,5,5,2,0.127389,32,32,33,24,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3,3,1,3,14,0,2,5,1,58,63,9,0,6,25,32,63,141,183,690,376,135,962,267,271,143,397,27,27,28,7,4,0.195652,141,141,150,63,4,1,0,0,45,3,15,30,7,0,0,0,7,0,7,0,0,0,0,0,7,0,3,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,4,5,0,16,23,3,0,4,4,0,0,0,0,0,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,15,15,0,1,0,0,14,15,19,31,34,0,98,151,28,0,31,31,0,0,0,0,0,2.88235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,4,5,0,14,21,3,0,4,4,0,0,0,0,0,2.8,0,0,0,0,4,1,0,0,147,8,16,83,6,0,0,10,6,166.6666667,2,1,0,0,2,0,2,0,6,4,0,0
0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,2,3,5,6,0,23,32,4,0,5,5,0,0,0,0,0,3.83333,0,0,0,0,0,0,0,0,14,1,2,13,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,7,7,0,0,0,0,7,7,8,13,14,0,58,80,12,0,13,13,0,0,0,0,0,4.14286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,3,4,0,10,16,2,0,3,3,0,0,0,0,0,2.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,4,41,41,5,0,3,15,23,41,61,108,247,94,18,326,105,86,88,164,4,4,4,1,1,0.0728745,53,53,56,41,0,0,0,0,19,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,5,0,1,1,3,20,21,8,0,1,0,20,21,30,73,135,47,19,182,64,31,60,87,2,2,2,1,1,0.140741,22,22,22,21,1,6,6,262,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,6,6,2,0,0,0,6,6,9,17,36,14,9,54,19,16,14,30,5,5,5,5,1,0.25,10,10,10,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,2,2,0,0,0,1,1,2,6,17,23,7,9,38,15,7,15,18,1,1,1,1,0,0.391304,2,2,2,2,1,5,3,30,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,6,6,2,0,0,0,6,6,11,18,34,10,10,55,17,12,15,27,4,4,4,4,1,0.294118,9,9,9,9,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,23,4,1,0,0,2,2,0,0,0,1,1,2,19,17,44,22,21,83,27,19,15,33,4,4,4,1,1,0.477273,5,5,5,2,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,10,10,1,0,0,0,10,10,17,45,84,34,11,112,33,19,33,45,2,2,2,1,1,0.130952,11,11,11,10,0,7,0,0,150,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,22,0,1,0,0,18,18,0,0,0,1,17,18,52,116,396,285,18,464,279,261,97,311,4,4,4,1,2,0.0454545,31,31,31,18,1,0,0,0,6,5,6,17,5,0,0,0,5,0,3,0,0,0,2,0,3,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,13,22,4,9,38,10,4,11,15,1,1,1,1,0,0.409091,4,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,9,9,3,0,0,0,9,9,13,70,91,11,10,114,31,12,31,42,2,2,2,1,1,0.10989,10,10,10,9,1,6,6,281,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,1,1,0,0,5,5,2,0,0,0,5,5,11,18,35,12,17,63,14,6,14,20,1,1,1,1,0,0.485714,5,5,5,5,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,1,1,0,0,0,0,1,1,2,8,12,2,10,24,6,2,6,8,1,1,1,1,0,0.833333,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,1,1,0,0,0,0,1,1,2,7,10,1,9,21,5,1,6,7,1,1,1,1,0,0.9,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,1,1,0,0,0,0,1,1,2,5,8,1,10,20,4,1,5,6,1,1,1,1,0,1.25,1,1,1,1,1,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0,11,17,1,0,2,2,0,0,0,0,0,3.66667,0,0,0,0,1,2,1,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,17,17,2,0,0,0,17,17,20,49,86,19,9,115,31,19,32,50,2,2,2,1,1,0.104651,18,18,18,17,0,4,0,0,3,3,4,10,3,0,0,0,3,0,2,0,0,0,1,0,2,0,0,0,0,0
1,1,1,1,3,0,1,0,0,17,17,2,0,0,0,17,17,20,32,69,19,11,100,31,19,32,50,2,2,2,1,1,0.15942,18,18,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,4,17,0,1,1,0,0,1,0,0,0,0,1,1,7,7,19,8,9,35,11,8,8,15,4,4,4,1,2,0.473684,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,13,1,1,2,1,0,2,0,0,0,0,2,2,8,14,30,14,11,49,16,13,15,23,3,3,3,1,1,0.366667,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,4,0,0,4,0,0,0,0,4,4,6,10,19,4,9,34,9,4,10,14,1,1,1,1,0,0.473684,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,4,0,0,0,8,8,10,20,37,8,10,57,17,8,18,26,1,1,1,1,0,0.27027,8,8,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,18,0,1,0,0,3,3,0,0,0,0,3,3,9,18,59,43,9,77,41,37,15,46,2,2,2,1,1,0.152542,4,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,2,0,0,0,5,5,8,17,27,4,10,45,11,4,13,17,1,1,1,1,0,0.37037,5,5,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,2,0,0,0,5,5,8,16,26,4,10,44,10,4,12,16,1,1,1,1,0,0.384615,5,5,5,5,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,15,24,4,10,41,11,4,12,16,1,1,1,1,0,0.416667,4,4,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,18,27,4,10,44,13,4,14,18,1,1,1,1,0,0.37037,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,15,0,1,0,0,3,3,0,0,0,0,3,3,7,22,60,34,9,76,35,27,19,41,2,2,2,1,1,0.15,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,5,19,28,4,10,43,13,4,14,18,1,1,1,1,0,0.357143,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,1,2,0,0,2,2,0,0,0,0,2,2,5,12,23,10,10,38,11,4,12,14,1,1,1,1,0,0.434783,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,2,0,0,8,8,0,0,1,0,7,8,29,50,100,54,11,140,63,44,42,73,1,1,1,1,0,0.11,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,5,14,23,4,11,39,10,4,11,15,1,1,1,1,0,0.478261,4,4,4,4,1,0,0,0,16,4,7,63,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,5,14,23,4,11,39,10,4,11,15,1,1,1,1,0,0.478261,4,4,4,4,1,0,0,0,15,4,7,52,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,5,12,21,4,11,37,9,4,10,14,1,1,1,1,0,0.52381,4,4,4,4,1,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,1,1,0,0,3,3,0,0,0,2,1,3,12,19,38,16,12,62,26,16,15,30,1,1,1,1,0,0.315789,3,3,3,3,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,2,0,0,0,8,8,10,20,37,8,9,56,15,8,16,24,1,1,1,1,0,0.243243,8,8,8,8,6,8,0,0,257,20,42,460,12,0,0,0,12,0,8,7,0,0,4,0,8,0,0,0,0,0
1,1,1,1,24,0,1,0,0,3,3,0,0,0,0,3,3,22,26,72,45,11,105,61,45,23,65,1,1,1,1,0,0.152778,3,3,3,3,1,0,0,0,8,3,3,9,3,0,0,0,3,0,2,0,0,0,1,0,2,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,5,12,21,4,11,37,9,4,10,14,1,1,1,1,0,0.52381,4,4,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,39,0,1,0,0,2,2,0,0,0,0,2,2,14,21,81,63,9,104,66,57,21,69,3,3,3,1,1,0.111111,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,21,0,1,0,0,10,10,0,0,0,0,10,10,24,65,215,161,19,257,162,148,54,175,3,3,3,1,1,0.0883721,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,1,1,3,0,0,0,1,1,3,10,15,5,10,28,9,3,8,11,1,1,1,1,0,0.666667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,11,0,10,23,6,0,7,7,0,0,0,0,0,0.909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,10,0,1,0,0,1,1,1,0,0,0,1,1,4,11,22,7,10,36,10,6,9,14,3,3,3,1,2,0.454545,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,6,19,28,4,10,44,13,4,14,18,1,1,1,1,0,0.357143,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,2,1,0,0,6,6,3,0,0,0,6,6,9,23,36,6,25,70,17,6,18,24,1,1,1,1,0,0.694444,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,1,1,0,0,0,0,1,1,2,5,8,1,10,20,3,1,4,5,1,1,1,1,0,1.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,7,0,1,0,0,1,1,0,0,0,0,1,1,2,5,11,4,10,23,6,5,4,9,2,2,2,1,1,0.909091,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,1,1,0,0,0,0,1,1,2,5,10,3,10,22,5,3,4,7,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,12,12,6,0,0,0,12,12,14,31,56,12,10,80,25,12,26,38,1,1,1,1,0,0.178571,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,5,5,2,0,1,0,4,5,7,15,31,8,11,49,12,7,12,19,2,2,2,1,1,0.354839,6,6,6,5,0,7,0,0,46,7,13,57,7,0,0,2,7,28.57142857,2,1,0,0,2,0,3,0,2,0,0,0
1,1,1,1,4,0,1,0,0,5,5,2,0,1,0,4,5,7,23,34,5,10,51,16,5,17,22,1,1,1,1,0,0.294118,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,2,2,1,0,0,0,2,2,4,11,16,2,10,30,8,2,9,11,1,1,1,1,0,0.625,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,8,8,3,0,0,0,8,8,10,28,48,11,12,70,23,12,21,33,2,2,2,1,1,0.25,9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,6,19,28,4,10,44,12,4,13,17,1,1,1,1,0,0.357143,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,2,2,1,0,0,0,2,2,3,15,22,5,10,35,11,4,10,14,1,1,1,1,0,0.454545,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,1,0,0,2,2,0,0,0,1,1,2,9,13,28,13,9,46,19,13,10,22,1,1,1,1,0,0.321429,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,2,1,1,3,0,0,0,0,3,3,4,6,13,3,11,28,5,3,6,9,1,1,1,1,0,0.846154,3,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,6,6,2,0,0,0,6,6,7,10,23,6,9,39,9,6,10,16,1,1,1,1,0,0.391304,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,8,9,0,10,22,5,0,6,6,0,0,0,0,0,1.11111,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,24,0,1,0,0,3,3,0,0,0,0,3,3,25,20,61,44,11,96,43,39,18,49,2,2,2,1,1,0.180328,4,4,4,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,9,9,3,0,0,0,9,9,15,39,60,12,10,85,30,13,29,42,4,4,5,3,1,0.166667,13,13,14,11,0,1,6,202,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,17,0,1,0,0,4,4,0,0,2,0,2,4,13,32,79,53,9,101,64,50,30,69,1,1,1,1,0,0.113924,4,4,4,4,0,0,6,616,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,20,0,3,0,0,2,2,5,0,0,0,2,2,12,39,71,30,9,92,48,27,29,53,1,1,1,1,0,0.126761,2,2,2,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,3,0,0,0,8,8,13,31,47,7,11,71,20,7,22,29,1,1,1,1,0,0.234043,8,8,8,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,16,16,4,0,0,0,16,16,23,52,93,25,11,127,45,26,40,65,3,3,3,3,1,0.11828,19,19,19,18,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,26,0,1,0,0,5,5,0,0,0,0,5,5,14,40,137,106,11,162,111,97,35,117,1,1,1,1,0,0.080292,5,5,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,29,0,1,0,0,2,2,0,0,0,0,2,2,16,14,54,37,7,77,35,32,12,40,3,3,3,1,1,0.12963,4,4,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,6,18,27,4,10,43,13,4,14,18,1,1,1,1,0,0.37037,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,12,0,3,0,0,3,3,3,0,0,0,3,3,12,34,64,24,10,86,37,23,23,44,2,2,2,1,1,0.15625,4,4,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,2,2,1,0,0,0,2,2,5,13,18,2,10,33,8,2,9,11,1,1,1,1,0,0.555556,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,8,8,3,0,0,0,8,8,13,27,47,12,10,70,24,14,22,36,4,4,4,4,1,0.212766,11,11,11,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,8,8,3,0,0,0,8,8,12,26,46,12,9,67,23,14,21,35,4,4,4,4,1,0.195652,11,11,11,11,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,18,27,4,10,44,13,4,14,18,1,1,1,1,0,0.37037,4,4,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,16,25,4,10,42,12,4,13,17,1,1,1,1,0,0.4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,0,1,0,0,8,8,4,0,0,0,8,8,15,26,42,7,6,63,19,7,21,28,1,1,1,1,0,0.142857,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,4,0,0,0,8,8,15,30,46,8,6,67,21,8,23,30,1,1,1,1,0,0.130435,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,7,7,3,0,0,0,7,7,11,28,45,9,10,66,23,10,22,32,2,2,2,1,1,0.222222,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,15,24,4,14,45,11,4,12,16,1,1,1,1,0,0.583333,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,5,0,1,0,0,7,7,3,0,0,0,7,7,10,29,61,24,6,77,28,22,21,43,7,7,7,7,2,0.0983607,15,15,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,6,6,3,0,0,0,6,6,14,23,36,8,18,68,11,7,12,18,1,1,1,1,0,0.5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,4,4,2,0,0,0,4,4,9,15,24,7,9,42,9,6,10,14,1,1,1,1,0,0.375,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,8,8,4,0,0,0,8,8,10,25,42,11,9,61,14,10,15,23,1,1,1,1,0,0.214286,8,8,8,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,4,4,2,0,0,0,4,4,5,12,21,6,9,35,8,5,9,13,1,1,1,1,0,0.428571,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,6,6,3,0,0,0,6,6,8,19,32,8,12,52,11,7,12,18,1,1,1,1,0,0.375,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,4,4,2,0,0,0,4,4,5,13,22,6,9,36,8,5,9,13,1,1,1,1,0,0.409091,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,25,1,1,0,0,9,9,7,0,1,1,7,9,40,56,211,156,66,317,165,147,47,178,2,2,2,1,1,0.312796,12,12,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,4,4,2,4,0,0,0,4,6,18,27,4,6,39,12,4,13,17,1,1,1,1,0,0.222222,4,4,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,3,6,1,0,1,8,12,26,43,8,6,61,19,8,20,28,1,1,1,1,0,0.139535,8,8,8,8,0,0,0,0,14,2,2,6,4,0,0,0,4,0,4,0,0,0,0,0,4,0,2,0,0,0
1,1,1,1,23,1,1,0,0,2,2,0,0,0,1,1,2,13,22,51,32,8,72,40,32,20,45,2,2,2,1,1,0.156863,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,2,5,0,0,0,5,8,22,37,8,6,51,18,8,17,25,2,2,2,1,1,0.162162,6,6,6,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,1,0,0,4,4,1,0,0,2,2,4,10,16,30,10,10,49,19,10,13,23,1,1,1,1,0,0.333333,3,3,3,3,0,0,0,0,84,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,4,0,5,0,1,17,17,7,0,1,1,15,17,28,56,112,34,9,149,55,32,47,78,2,2,2,1,1,0.0803571,18,18,18,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,17,0,4,0,1,6,6,1,0,1,0,5,6,16,35,88,48,13,117,36,30,33,53,8,8,8,4,2,0.147727,14,14,14,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,2,0,0,2,0,0,0,0,2,2,4,8,19,8,9,32,7,2,8,10,1,1,1,1,0,0.473684,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,2,0,0,0,5,5,10,15,25,4,6,41,10,4,12,16,1,1,1,1,0,0.24,5,5,5,5,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
